Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (kgf/W),App message,,,"Notes: ramp up and down by hand. Not enough thrust samples, but recording is about fast enough"
16.785085,1000,,,,,0,0.065961585,0,0,0,,,,0.03425,
16.83654,1000,,,,-0.004652069,0,0.064392456,0,0,0,0,,,0.051455,
16.86208,1000,,,,,0,0.064650817,0,0,0,,,,0.02554,
16.90845,1000,,,,,0,0.064068123,0,0,0,,,,0.04637,
16.950115,1000,,,,,0,0.063215913,0,0,0,,,,0.041665,
17.00837,1000,,,,-0.004580515,0,0.062120847,0,0,0,0,,,0.058255,
17.048555,1000,,,,,0,0.061680826,0,0,0,,,,0.040185,
17.091505,1000,,,,,0,0.064902054,0,0,0,,,,0.04295,
17.13352,1000,,,,-0.00404989,0,0.062917126,0,0,0,0,,,0.042015,
17.1804,1000,,,,,0,0.063195753,0,0,0,,,,0.04688,
17.21848,1000,,,,,0,0.062738162,0,0,0,,,,0.03808,
17.25645,1000,,,,,0,0.061653482,0,0,0,,,,0.03797,
17.296255,1000,,,,-0.005997163,0,0.061274102,0,0,0,0,,,0.039805,
17.336955,1000,,,,,0,0.062222132,0,0,0,,,,0.0407,
17.390895,1000,,,,,0,0.063938864,0,0,0,,,,0.05394,
17.430115,1000,,,,-0.004681477,0,0.066061694,0,0,0,0,,,0.03922,
17.47567,1000,,,,,0,0.066760701,0,0,0,,,,0.045555,
17.5366,1000,,,,,0,0.068332029,0,0,0,,,,0.06093,
