Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (kgf/W),App message,,dt,,,,,,,
19.1272,2000,,,,1.025966847,0,0.061738401,0,0,0,0,,,0.026225,,,,,,,
19.154665,2000,,,,1.025966847,0,0.061337968,0,0,0,0,,,0.027465,,,,,,,
19.18217,2000,,,,1.025966847,0,0.061288987,0,0,0,0,,,0.027505,,,,,,,
19.20828,2000,,,,1.025966847,0,0.063142632,0,0,0,0,,,0.02611,,,,,,,
19.234685,2000,,,,1.025966847,0,0.063834318,0,0,0,0,,,0.026405,,,,,,,
19.26011,2000,,,,1.034651577,0,0.06337861,0,0,0,0,,,0.025425,,,,,,,
19.285325,2000,,,,1.034651577,0,0.061733162,0,0,0,0,,,0.025215,,,,,,,
19.313615,2000,,,,1.034651577,0,0.063553388,0,0,0,0,,,0.02829,,,,,,,
19.36826,2000,,,,1.034651577,0,0.063322072,0,0,0,0,,,0.054645,,,,,,,
19.394,2000,,,,1.036266717,0,0.061382924,0,0,0,0,,,0.02574,,,,,,,
19.418785,2000,,,,1.036266717,0,0.062170061,0,0,0,0,,,0.024785,,,,,,,
19.444045,2000,,,,1.036266717,0,0.060964625,0,0,0,0,,,0.02526,,,,,,,
19.472845,2000,,,,1.036266717,0,0.061853983,0,0,0,0,,,0.0288,,,,,,,
19.49908,2000,,,,1.036266717,0,0.062131257,0,0,0,0,,,0.026235,,,,,,,
19.524185,2000,,,,1.036266717,0,0.063616608,0,0,0,0,,,0.025105,,,,,,,
19.549235,2000,,,,1.036983012,0,0.062886508,0,0,0,0,,,0.02505,,,,,,,
19.574245,2000,,,,1.036983012,0,0.060941969,0,0,0,0,,,0.02501,,,,,,,
19.60012,2000,,,,1.036983012,0,0.061175445,0,0,0,0,,,0.025875,,,,,,,
19.62971,2000,,,,1.036983012,0,0.061506281,0,0,0,0,,,0.02959,,,,,,,
19.656115,2000,,,,1.036983012,0,0.060066507,0,0,0,0,,,0.026405,,,,,,,
19.682185,2000,,,,1.036983012,0,0.058957836,0,0,0,0,,,0.02607,,,,,,,
19.706985,2000,,,,1.035701738,0,0.058366118,0,0,0,0,,,0.0248,,,,,,,
19.73254,2000,,,,1.035701738,0,0.058711702,0,0,0,0,,,0.025555,,,,,,,
19.756345,2000,,,,1.035701738,0,0.059648384,0,0,0,0,,,0.023805,,,,,,,
19.78349,2000,,,,1.035701738,0,0.061870849,0,0,0,0,,,0.027145,,,,,,,
19.83941,2000,,,,1.035701738,0,0.064231902,0,0,0,0,,,0.05592,,,,,,,
19.864835,2000,,,,1.033095074,0,0.065121866,0,0,0,0,,,0.025425,,,,,,,
19.891785,2000,,,,1.033095074,0,0.063930651,0,0,0,0,,,0.02695,,,,,,,
19.918315,2000,,,,1.033095074,0,0.061446196,0,0,0,0,,,0.02653,,,,,,,
19.946705,2000,,,,1.033095074,0,0.059561041,0,0,0,0,,,0.02839,,,,,,,
19.9739,2000,,,,1.033095074,0,0.059967269,0,0,0,0,,,0.027195,,,,,,,
19.99958,2000,,,,1.03405899,0,0.059822062,0,0,0,0,,,0.02568,,,,,,,
20.025055,2000,,,,1.03405899,0,0.059833031,0,0,0,0,,,0.025475,,,,,,,
20.050085,2000,,,,1.03405899,0,0.060602034,0,0,0,0,,,0.02503,,,,,,,
20.07518,2000,,,,1.03405899,0,0.062066237,0,0,0,0,,,0.025095,,,,,,,
20.103155,2000,,,,1.03405899,0,0.062885145,0,0,0,0,,,0.027975,,,,,,,
20.13034,2000,,,,1.03405899,0,0.061334289,0,0,0,0,,,0.027185,,,,,,,
20.15584,2000,,,,1.031953387,0,0.062304653,0,0,0,0,,,0.0255,,,,,,,
20.18118,2000,,,,1.031953387,0,0.062969617,0,0,0,0,,,0.02534,,,,,,,
20.206005,2000,,,,1.031953387,0,0.063911634,0,0,0,0,,,0.024825,,,,,,,
20.23126,2000,,,,1.031953387,0,0.065709226,0,0,0,0,,,0.025255,,,,,,,
20.26116,2000,,,,1.031953387,0,0.062711513,0,0,0,0,,,0.0299,,,,,,,
20.28672,2000,,,,1.031953387,0,0.06173619,0,0,0,0,,,0.02556,,,,,,,
20.31376,2000,,,,1.030893845,0,0.058553979,0,0,0,0,,,0.02704,,,,,,,
20.34137,2000,,,,1.030893845,0,0.058176583,0,0,0,0,,,0.02761,,,,,,,
20.36935,2000,,,,1.030893845,0,0.060922127,0,0,0,0,,,0.02798,,,,,,,
20.39538,2000,,,,1.030893845,0,0.060739484,0,0,0,0,,,0.02603,,,,,,,
20.42317,2000,,,,1.030893845,0,0.063140831,0,0,0,0,,,0.02779,,,,,,,
20.449415,2000,,,,1.029490341,0,0.06253569,0,0,0,0,,,0.026245,,,,,,,
20.47536,2000,,,,1.029490341,0,0.06280532,0,0,0,0,,,0.025945,,,,,,,
20.50019,2000,,,,1.029490341,0,0.060168212,0,0,0,0,,,0.02483,,,,,,,
20.526525,2000,,,,1.029490341,0,0.059733647,0,0,0,0,,,0.026335,,,,,,,
20.55227,2000,,,,1.029490341,0,0.060295425,0,0,0,0,,,0.025745,,,,,,,
20.58094,2000,,,,1.029490341,0,0.060757579,0,0,0,0,,,0.02867,,,,,,,
20.60773,2000,,,,1.029818242,0,0.061325881,0,0,0,0,,,0.02679,,,,,,,
20.63476,2000,,,,1.029818242,0,0.059754076,0,0,0,0,,,0.02703,,,,,,,
20.66074,2000,,,,1.029818242,0,0.061599127,0,0,0,0,,,0.02598,,,,,,,
20.68784,2000,,,,1.029818242,0,0.061604248,0,0,0,0,,,0.0271,,,,,,,
20.713855,2000,,,,1.029818242,0,0.061763233,0,0,0,0,,,0.026015,,,,,,,
20.743185,2000,,,,1.029818242,0,0.063453226,0,0,0,0,,,0.02933,,,,,,,
20.771205,2000,,,,1.027966949,0,0.060713242,0,0,0,0,,,0.02802,,,,,,,
20.797705,2000,,,,1.027966949,0,0.060437899,0,0,0,0,,,0.0265,,,,,,,
20.822605,2000,,,,1.027966949,0,0.057742881,0,0,0,0,,,0.0249,,,,,,,
20.847755,2000,,,,1.027966949,0,0.058302674,0,0,0,0,,,0.02515,,,,,,,
20.873805,2000,,,,1.027966949,0,0.05906952,0,0,0,0,,,0.02605,,,,,,,
20.903015,2000,,,,1.026652027,0,0.057619672,0,0,0,0,,,0.02921,,,,,,,
20.929045,2000,,,,1.026652027,0,0.058098259,0,0,0,0,,,0.02603,,,,,,,
20.953905,2000,,,,1.026652027,0,0.058754249,0,0,0,0,,,0.02486,,,,,,,
20.979345,2000,,,,1.026652027,0,0.059960757,0,0,0,0,,,0.02544,,,,,,,
21.004535,2000,,,,1.026652027,0,0.06084065,0,0,0,0,,,0.02519,,,,,,,
21.029285,2000,,,,1.026652027,0,0.060829575,0,0,0,0,,,0.02475,,,,,,,
21.05675,2000,,,,1.025980755,0,0.062118758,0,0,0,0,,,0.027465,,,,,,,
21.083985,2000,,,,1.025980755,0,0.064672405,0,0,0,0,,,0.027235,,,,,,,
21.111365,2000,,,,1.025980755,0,0.064351701,0,0,0,0,,,0.02738,,,,,,,
21.1365,2000,,,,1.025980755,0,0.063446542,0,0,0,0,,,0.025135,,,,,,,
21.161295,2000,,,,1.025980755,0,0.061932502,0,0,0,0,,,0.024795,,,,,,,
21.188125,2000,,,,1.025980755,0,0.061361542,0,0,0,0,,,0.02683,,,,,,,
21.21641,2000,,,,1.025611457,0,0.060621974,0,0,0,0,,,0.028285,,,,,,,
21.24395,2000,,,,1.025611457,0,0.060857147,0,0,0,0,,,0.02754,,,,,,,
21.270365,2000,,,,1.025611457,0,0.059451948,0,0,0,0,,,0.026415,,,,,,,
21.295365,2000,,,,1.025611457,0,0.059516398,0,0,0,0,,,0.025,,,,,,,
21.32143,2000,,,,1.025611457,0,0.059045808,0,0,0,0,,,0.026065,,,,,,,
21.346385,2000,,,,1.025702446,0,0.057234694,0,0,0,0,,,0.024955,,,,,,,
21.374425,2000,,,,1.025702446,0,0.060268431,0,0,0,0,,,0.02804,,,,,,,
21.400185,2000,,,,1.025702446,0,0.059937052,0,0,0,0,,,0.02576,,,,,,,
21.42588,2000,,,,1.025702446,0,0.061703674,0,0,0,0,,,0.025695,,,,,,,
21.45215,2000,,,,1.025702446,0,0.062099787,0,0,0,0,,,0.02627,,,,,,,
21.477475,2000,,,,1.025702446,0,0.063689959,0,0,0,0,,,0.025325,,,,,,,
21.50388,2000,,,,1.025502401,0,0.064427513,0,0,0,0,,,0.026405,,,,,,,
21.531745,2000,,,,1.025502401,0,0.063500924,0,0,0,0,,,0.027865,,,,,,,
21.55871,2000,,,,1.025502401,0,0.06251074,0,0,0,0,,,0.026965,,,,,,,
21.58464,2000,,,,1.025502401,0,0.062777233,0,0,0,0,,,0.02593,,,,,,,
21.610235,2000,,,,1.025502401,0,0.063126053,0,0,0,0,,,0.025595,,,,,,,
21.636405,2000,,,,1.025502401,0,0.06096831,0,0,0,0,,,0.02617,,,,,,,
21.661235,2000,,,,1.02523305,0,0.06169899,0,0,0,0,,,0.02483,,,,,,,
21.6892,2000,,,,1.02523305,0,0.060802729,0,0,0,0,,,0.027965,,,,,,,
21.716205,2000,,,,1.02523305,0,0.061525368,0,0,0,0,,,0.027005,,,,,,,
21.74167,2000,,,,1.02523305,0,0.063503335,0,0,0,0,,,0.025465,,,,,,,
21.767205,2000,,,,1.02523305,0,0.063098718,0,0,0,0,,,0.025535,,,,,,,
21.834315,2000,,,,1.023111878,0,0.062341483,0,0,0,0,,,0.06711,,,,,,,
21.862315,2000,,,,1.023111878,0,0.063641842,0,0,0,0,,,0.028,,,,,,,
21.887065,2000,,,,1.023111878,0,0.062707927,0,0,0,0,,,0.02475,,,,,,,
21.91291,2000,,,,1.023111878,0,0.064954643,0,0,0,0,,,0.025845,,,,,,,
21.93898,2000,,,,1.023111878,0,0.06471668,0,0,0,0,,,0.02607,,,,,,,
21.96459,2000,,,,1.024159635,0,0.066081561,0,0,0,0,,,0.02561,,,,,,,
21.990855,2000,,,,1.024159635,0,0.066729356,0,0,0,0,,,0.026265,,,,,,,
22.01903,2000,,,,1.024159635,0,0.066360241,0,0,0,0,,,0.028175,,,,,,,
22.04677,2000,,,,1.024159635,0,0.064731778,0,0,0,0,,,0.02774,,,,,,,
22.072535,2000,,,,1.024159635,0,0.064913708,0,0,0,0,,,0.025765,,,,,,,
22.09934,2000,,,,1.022893313,0,0.065070278,0,0,0,0,,,0.026805,,,,,,,
22.128205,2000,,,,1.022893313,0,0.065872495,0,0,0,0,,,0.028865,,,,,,,
22.153395,2000,,,,1.022893313,0,0.066600427,0,0,0,0,,,0.02519,,,,,,,
22.18142,2000,,,,1.022893313,0,0.067057116,0,0,0,0,,,0.028025,,,,,,,
22.20841,2000,,,,1.022893313,0,0.067629315,0,0,0,0,,,0.02699,,,,,,,
22.23466,2000,,,,1.022893313,0,0.066612028,0,0,0,0,,,0.02625,,,,,,,
22.2608,2000,,,,1.023699072,0,0.064678072,0,0,0,0,,,0.02614,,,,,,,
22.286185,2000,,,,1.023699072,0,0.064226296,0,0,0,0,,,0.025385,,,,,,,
22.312045,2000,,,,1.023699072,0,0.066769324,0,0,0,0,,,0.02586,,,,,,,
22.34011,2000,,,,1.023699072,0,0.065874497,0,0,0,0,,,0.028065,,,,,,,
22.36671,2000,,,,1.023699072,0,0.066938382,0,0,0,0,,,0.0266,,,,,,,
22.393355,2000,,,,1.023699072,0,0.066905228,0,0,0,0,,,0.026645,,,,,,,
22.418545,2000,,,,1.02241414,0,0.065385023,0,0,0,0,,,0.02519,,,,,,,
22.44553,2000,,,,1.02241414,0,0.06225578,0,0,0,0,,,0.026985,,,,,,,
22.471835,2000,,,,1.02241414,0,0.062061213,0,0,0,0,,,0.026305,,,,,,,
22.499925,2000,,,,1.02241414,0,0.06238424,0,0,0,0,,,0.02809,,,,,,,
22.525115,2000,,,,1.02241414,0,0.061190011,0,0,0,0,,,0.02519,,,,,,,
22.5516,2000,,,,1.021948711,0,0.063359889,0,0,0,0,,,0.026485,,,,,,,
22.57917,2000,,,,1.021948711,0,0.064466706,0,0,0,0,,,0.02757,,,,,,,
22.62574,2000,,,,1.021948711,0,0.060958152,0,0,0,0,,,0.04657,,,,,,,
22.65216,2000,,,,1.021948711,0,0.062489671,0,0,0,0,,,0.02642,,,,,,,
22.67752,2000,,,,1.021948711,0,0.062133524,0,0,0,0,,,0.02536,,,,,,,
22.702335,2000,,,,1.02165544,0,0.062293552,0,0,0,0,,,0.024815,,,,,,,
22.728065,2000,,,,1.02165544,0,0.058536189,0,0,0,0,,,0.02573,,,,,,,
22.753735,2000,,,,1.02165544,0,0.059391547,0,0,0,0,,,0.02567,,,,,,,
22.77996,2000,,,,1.02165544,0,0.062353824,0,0,0,0,,,0.026225,,,,,,,
22.8081,2000,,,,1.02165544,0,0.061599684,0,0,0,0,,,0.02814,,,,,,,
22.834575,2000,,,,1.02165544,0,0.061297797,0,0,0,0,,,0.026475,,,,,,,
22.86082,2000,,,,1.020395045,0,0.063237664,0,0,0,0,,,0.026245,,,,,,,
22.88555,2000,,,,1.020395045,0,0.065273575,0,0,0,0,,,0.02473,,,,,,,
22.91029,2000,,,,1.020395045,0,0.065249177,0,0,0,0,,,0.02474,,,,,,,
22.936115,2000,,,,1.020395045,0,0.06563656,0,0,0,0,,,0.025825,,,,,,,
22.964165,2000,,,,1.020395045,0,0.064258178,0,0,0,0,,,0.02805,,,,,,,
22.99102,2000,,,,1.020395045,0,0.065886972,0,0,0,0,,,0.026855,,,,,,,
23.016895,2000,,,,1.018455604,0,0.065764846,0,0,0,0,,,0.025875,,,,,,,
23.042605,2000,,,,1.018455604,0,0.064763151,0,0,0,0,,,0.02571,,,,,,,
23.06953,2000,,,,1.018455604,0,0.064544474,0,0,0,0,,,0.026925,,,,,,,
23.095505,2000,,,,1.018455604,0,0.064872826,0,0,0,0,,,0.025975,,,,,,,
23.123635,2000,,,,1.018455604,0,0.064282264,0,0,0,0,,,0.02813,,,,,,,
23.15106,2000,,,,1.01774294,0,0.064283625,0,0,0,0,,,0.027425,,,,,,,
23.177575,2000,,,,1.01774294,0,0.06306527,0,0,0,0,,,0.026515,,,,,,,
23.20215,2000,,,,1.01774294,0,0.064354491,0,0,0,0,,,0.024575,,,,,,,
23.22739,2000,,,,1.01774294,0,0.06283147,0,0,0,0,,,0.02524,,,,,,,
23.252735,2000,,,,1.01774294,0,0.063033955,0,0,0,0,,,0.025345,,,,,,,
23.2812,2000,,,,1.01774294,0,0.061898634,0,0,0,0,,,0.028465,,,,,,,
23.30934,2000,,,,1.017387151,0,0.064974631,0,0,0,0,,,0.02814,,,,,,,
23.335165,2000,,,,1.017387151,0,0.063610352,0,0,0,0,,,0.025825,,,,,,,
23.360255,2000,,,,1.017387151,0,0.063183198,0,0,0,0,,,0.02509,,,,,,,
23.38561,2000,,,,1.017387151,0,0.06428256,0,0,0,0,,,0.025355,,,,,,,
23.410795,2000,,,,1.017387151,0,0.065774974,0,0,0,0,,,0.025185,,,,,,,
23.438185,2000,,,,1.017387151,0,0.064282708,0,0,0,0,,,0.02739,,,,,,,
23.46534,2000,,,,1.01618933,0,0.067585477,0,0,0,0,,,0.027155,,,,,,,
23.493935,2000,,,,1.01618933,0,0.068757648,0,0,0,0,,,0.028595,,,,,,,
23.519615,2000,,,,1.01618933,0,0.069134932,0,0,0,0,,,0.02568,,,,,,,
23.544245,2000,,,,1.01618933,0,0.067612845,0,0,0,0,,,0.02463,,,,,,,
23.569235,2000,,,,1.01618933,0,0.066366791,0,0,0,0,,,0.02499,,,,,,,
23.59804,2000,,,,1.01618933,0,0.066307268,0,0,0,0,,,0.028805,,,,,,,
23.62421,2000,,,,1.015339638,0,0.065981605,0,0,0,0,,,0.02617,,,,,,,
23.650175,2000,,,,1.015339638,0,0.067229804,0,0,0,0,,,0.025965,,,,,,,
23.675495,2000,,,,1.015339638,0,0.065830132,0,0,0,0,,,0.02532,,,,,,,
23.70036,2000,,,,1.015339638,0,0.064975155,0,0,0,0,,,0.024865,,,,,,,
23.72534,2000,,,,1.015339638,0,0.065625505,0,0,0,0,,,0.02498,,,,,,,
23.75317,2000,,,,1.015367519,0,0.065146546,0,0,0,0,,,0.02783,,,,,,,
23.77991,2000,,,,1.015367519,0,0.063817779,0,0,0,0,,,0.02674,,,,,,,
23.80538,2000,,,,1.015367519,0,0.061496615,0,0,0,0,,,0.02547,,,,,,,
23.831585,2000,,,,1.015367519,0,0.060212014,0,0,0,0,,,0.026205,,,,,,,
23.856815,2000,,,,1.015367519,0,0.059662359,0,0,0,0,,,0.02523,,,,,,,
23.88157,2000,,,,1.015367519,0,0.0593184,0,0,0,0,,,0.024755,,,,,,,
23.909305,2000,,,,1.015015277,0,0.059484597,0,0,0,0,,,0.027735,,,,,,,
23.93701,2000,,,,1.015015277,0,0.059868894,0,0,0,0,,,0.027705,,,,,,,
23.9631,2000,,,,1.015015277,0,0.061066891,0,0,0,0,,,0.02609,,,,,,,
23.99016,1998.897,,,,1.015015277,0,0.061817553,0,0,0,0,,,0.02706,,,,,,,
24.015315,1997.6425,,,,1.015015277,0,0.062198514,0,0,0,0,,,0.025155,,,,,,,
24.039845,1995.4775,,,,1.015015277,0,0.064531249,0,0,0,0,,,0.02453,,,,,,,
24.067115,1992.7445,,,,1.015949763,0,0.062998753,0,0,0,0,,,0.02727,,,,,,,
24.094465,1989.985,,,,1.015949763,0,0.061667679,0,0,0,0,,,0.02735,,,,,,,
24.12172,1987.524,,,,1.015949763,0,0.063321211,0,0,0,0,,,0.027255,,,,,,,
24.14909,1984.811,,,,1.015949763,0,0.061557639,0,0,0,0,,,0.02737,,,,,,,
24.176215,1982.024,,,,1.015949763,0,0.061512613,0,0,0,0,,,0.027125,,,,,,,
24.20151,1979.3605,,,,1.014383241,0,0.062820784,0,0,0,0,,,0.025295,,,,,,,
24.23059,1976.833,,,,1.014383241,0,0.062509011,0,0,0,0,,,0.02908,,,,,,,
24.25571,1973.8835,,,,1.014383241,0,0.064328669,0,0,0,0,,,0.02512,,,,,,,
24.281905,1971.4125,,,,1.014383241,0,0.064306963,0,0,0,0,,,0.026195,,,,,,,
24.308185,1968.758,,,,1.014383241,0,0.063031539,0,0,0,0,,,0.02628,,,,,,,
24.335755,1966.166,,,,1.014383241,0,0.063473379,0,0,0,0,,,0.02757,,,,,,,
24.361955,1963.3965,,,,1.015707972,0,0.059287425,0,0,0,0,,,0.0262,,,,,,,
24.390705,1960.788,,,,1.015707972,0,0.058209213,0,0,0,0,,,0.02875,,,,,,,
24.415875,1957.6705,,,,1.015707972,0,0.059356116,0,0,0,0,,,0.02517,,,,,,,
24.444485,1955.4115,,,,1.015707972,0,0.059979105,0,0,0,0,,,0.02861,,,,,,,
24.470605,1952.5165,,,,1.015707972,0,0.060520794,0,0,0,0,,,0.02612,,,,,,,
24.495835,1949.9285,,,,1.015707972,0,0.060179239,0,0,0,0,,,0.02523,,,,,,,
24.522275,1947.408,,,,1.014151018,0,0.060219911,0,0,0,0,,,0.02644,,,,,,,
24.54899,1944.6785,,,,1.014151018,0,0.060469979,0,0,0,0,,,0.026715,,,,,,,
24.573675,1942.0955,,,,1.014151018,0,0.062455176,0,0,0,0,,,0.024685,,,,,,,
24.625155,1939.6055,,,,1.014151018,0,0.061157224,0,0,0,0,,,0.05148,,,,,,,
24.650135,1934.157,,,,1.006087836,0,0.059936704,0,0,0,0,,,0.02498,,,,,,,
24.6769,1931.988,,,,1.006087836,0,0.061235965,0,0,0,0,,,0.026765,,,,,,,
24.70631,1929.299,,,,1.006087836,0,0.061425754,0,0,0,0,,,0.02941,,,,,,,
24.762985,1923.373,,,,1.006087836,0,0.062264176,0,0,0,0,,,0.056675,,,,,,,
24.789235,1920.678,,,,1.006087836,0,0.063923809,0,0,0,0,,,0.02625,,,,,,,
24.81585,1918.065,,,,0.98895731,0,0.063970599,0,0,0,0,,,0.026615,,,,,,,
24.84155,1915.396,,,,0.98895731,0,0.063513954,0,0,0,0,,,0.0257,,,,,,,
24.872365,1912.766,,,,0.98895731,0,0.063242809,0,0,0,0,,,0.030815,,,,,,,
24.93232,1905.8855,,,,0.98895731,0,0.062269053,0,0,0,0,,,0.059955,,,,,,,
24.958085,1903.764,,,,0.968215291,0,0.063273276,0,0,0,0,,,0.025765,,,,,,,
24.982735,1901.146,,,,0.968215291,0,0.06419624,0,0,0,0,,,0.02465,,,,,,,
25.00895,1898.732,,,,0.968215291,0,0.063568858,0,0,0,0,,,0.026215,,,,,,,
25.03673,1896.0855,,,,0.968215291,0,0.06163683,0,0,0,0,,,0.02778,,,,,,,
25.061035,1893.304,,,,0.968215291,0,0.06120933,0,0,0,0,,,0.024305,,,,,,,
25.089125,1890.879,,,,0.968215291,0,0.05949741,0,0,0,0,,,0.02809,,,,,,,
25.116055,1888.066,,,,0.94349214,0,0.060376104,0,0,0,0,,,0.02693,,,,,,,
25.141615,1885.379,,,,0.94349214,0,0.062116583,0,0,0,0,,,0.02556,,,,,,,
25.169285,1882.789,,,,0.94349214,0,0.063953504,0,0,0,0,,,0.02767,,,,,,,
25.19796,1880.0575,,,,0.94349214,0,0.064741499,0,0,0,0,,,0.028675,,,,,,,
25.22386,1877.1095,,,,0.94349214,0,0.062470706,0,0,0,0,,,0.0259,,,,,,,
25.250345,1874.564,,,,0.94349214,0,0.064757642,0,0,0,0,,,0.026485,,,,,,,
25.27925,1871.825,,,,0.918054432,0,0.064679237,0,0,0,0,,,0.028905,,,,,,,
25.304545,1869.053,,,,0.918054432,0,0.06555494,0,0,0,0,,,0.025295,,,,,,,
25.33242,1866.543,,,,0.918054432,0,0.065484532,0,0,0,0,,,0.027875,,,,,,,
25.359425,1863.7055,,,,0.918054432,0,0.06530552,0,0,0,0,,,0.027005,,,,,,,
25.41282,1860.841,,,,0.918054432,0,0.062653076,0,0,0,0,,,0.053395,,,,,,,
25.43767,1855.683,,,,0.890716877,0,0.062296241,0,0,0,0,,,0.02485,,,,,,,
25.46211,1853.229,,,,0.890716877,0,0.064520358,0,0,0,0,,,0.02444,,,,,,,
25.487475,1850.7965,,,,0.890716877,0,0.064206848,0,0,0,0,,,0.025365,,,,,,,
25.516065,1848.236,,,,0.890716877,0,0.064340887,0,0,0,0,,,0.02859,,,,,,,
25.54084,1845.3685,,,,0.890716877,0,0.064463932,0,0,0,0,,,0.024775,,,,,,,
25.569085,1842.864,,,,0.866619949,0,0.064110731,0,0,0,0,,,0.028245,,,,,,,
25.593735,1840.0745,,,,0.866619949,0,0.065479791,0,0,0,0,,,0.02465,,,,,,,
25.619425,1837.631,,,,0.866619949,0,0.064474825,0,0,0,0,,,0.02569,,,,,,,
25.64478,1835.0595,,,,0.866619949,0,0.065949358,0,0,0,0,,,0.025355,,,,,,,
25.67322,1832.5145,,,,0.866619949,0,0.066587056,0,0,0,0,,,0.02844,,,,,,,
25.698035,1829.653,,,,0.866619949,0,0.067232023,0,0,0,0,,,0.024815,,,,,,,
25.723605,1827.17,,,,0.841968894,0,0.064130048,0,0,0,0,,,0.02557,,,,,,,
25.749105,1824.5955,,,,0.841968894,0,0.060861272,0,0,0,0,,,0.0255,,,,,,,
25.77374,1822.0745,,,,0.841968894,0,0.063112082,0,0,0,0,,,0.024635,,,,,,,
25.799415,1819.5565,,,,0.841968894,0,0.062039423,0,0,0,0,,,0.025675,,,,,,,
25.827845,1817.0435,,,,0.841968894,0,0.061849262,0,0,0,0,,,0.02843,,,,,,,
25.857725,1813.9245,,,,0.818337929,0,0.062309319,0,0,0,0,,,0.02988,,,,,,,
25.88268,1811.165,,,,0.818337929,0,0.06238251,0,0,0,0,,,0.024955,,,,,,,
25.908015,1808.7095,,,,0.818337929,0,0.061518418,0,0,0,0,,,0.025335,,,,,,,
25.933225,1806.157,,,,0.818337929,0,0.06095544,0,0,0,0,,,0.02521,,,,,,,
25.958935,1803.6595,,,,0.818337929,0,0.059502059,0,0,0,0,,,0.02571,,,,,,,
25.98682,1801.0945,,,,0.818337929,0,0.060946444,0,0,0,0,,,0.027885,,,,,,,
26.042335,1795.0295,,,,0.787567773,0,0.06173384,0,0,0,0,,,0.055515,,,,,,,
26.068215,1792.458,,,,0.787567773,0,0.06093119,0,0,0,0,,,0.02588,,,,,,,
26.094045,1790.167,,,,0.787567773,0,0.062065471,0,0,0,0,,,0.02583,,,,,,,
26.120405,1787.587,,,,0.787567773,0,0.061334307,0,0,0,0,,,0.02636,,,,,,,
26.148985,1784.912,,,,0.787567773,0,0.063043177,0,0,0,0,,,0.02858,,,,,,,
26.175355,1782.064,,,,0.76321035,0,0.061844387,0,0,0,0,,,0.02637,,,,,,,
26.20167,1779.3615,,,,0.76321035,0,0.064115352,0,0,0,0,,,0.026315,,,,,,,
26.22798,1776.83,,,,0.76321035,0,0.064522315,0,0,0,0,,,0.02631,,,,,,,
26.254215,1774.1935,,,,0.76321035,0,0.064610294,0,0,0,0,,,0.026235,,,,,,,
26.28007,1771.5665,,,,0.76321035,0,0.063903571,0,0,0,0,,,0.025855,,,,,,,
26.309185,1768.974,,,,0.741502229,0,0.065531462,0,0,0,0,,,0.029115,,,,,,,
26.334715,1765.813,,,,0.741502229,0,0.06558795,0,0,0,0,,,0.02553,,,,,,,
26.361725,1763.5135,,,,0.741502229,0,0.065393055,0,0,0,0,,,0.02701,,,,,,,
26.388335,1760.811,,,,0.741502229,0,0.063331329,0,0,0,0,,,0.02661,,,,,,,
26.414855,1758.1445,,,,0.741502229,0,0.063860311,0,0,0,0,,,0.02652,,,,,,,
26.440195,1755.2185,,,,0.741502229,0,0.063029569,0,0,0,0,,,0.02534,,,,,,,
26.469555,1752.6875,,,,0.71878398,0,0.062166991,0,0,0,0,,,0.02936,,,,,,,
26.49552,1750.02,,,,0.71878398,0,0.061507584,0,0,0,0,,,0.025965,,,,,,,
26.522505,1747.4215,,,,0.71878398,0,0.062700063,0,0,0,0,,,0.026985,,,,,,,
26.549015,1744.7,,,,0.71878398,0,0.060389083,0,0,0,0,,,0.02651,,,,,,,
26.573955,1742.0735,,,,0.71878398,0,0.062081683,0,0,0,0,,,0.02494,,,,,,,
26.60027,1739.5575,,,,0.71878398,0,0.064063791,0,0,0,0,,,0.026315,,,,,,,
26.628285,1736.9565,,,,0.698776196,0,0.065320636,0,0,0,0,,,0.028015,,,,,,,
26.652785,1734.153,,,,0.698776196,0,0.06540656,0,0,0,0,,,0.0245,,,,,,,
26.678795,1731.724,,,,0.698776196,0,0.062803123,0,0,0,0,,,0.02601,,,,,,,
26.70513,1729.11,,,,0.698776196,0,0.061834628,0,0,0,0,,,0.026335,,,,,,,
26.76312,1726.4505,,,,0.698776196,0,0.062085694,0,0,0,0,,,0.05799,,,,,,,
26.79189,1720.3975,,,,0.679712483,0,0.062993897,0,0,0,0,,,0.02877,,,,,,,
26.81951,1717.5615,,,,0.679712483,0,0.06520858,0,0,0,0,,,0.02762,,,,,,,
26.84581,1715.0295,,,,0.679712483,0,0.065949025,0,0,0,0,,,0.0263,,,,,,,
26.871255,1712.406,,,,0.679712483,0,0.064437167,0,0,0,0,,,0.025445,,,,,,,
26.896975,1709.8345,,,,0.679712483,0,0.064406969,0,0,0,0,,,0.02572,,,,,,,
26.923915,1707.293,,,,0.66399236,0,0.06477715,0,0,0,0,,,0.02694,,,,,,,
26.95386,1704.555,,,,0.66399236,0,0.065584585,0,0,0,0,,,0.029945,,,,,,,
26.98153,1701.5825,,,,0.66399236,0,0.066287535,0,0,0,0,,,0.02767,,,,,,,
27.00715,1698.8005,,,,0.66399236,0,0.066230093,0,0,0,0,,,0.02562,,,,,,,
27.032075,1696.2765,,,,0.66399236,0,0.066068056,0,0,0,0,,,0.024925,,,,,,,
