Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (kgf/W),App message,,dt
14.77174,2000,,,,0.525544835,0,0.064501847,0,0,0,0,,,0.02733
14.826275,2000,,,,0.525544835,0,0.064111445,0,0,0,0,,,0.054535
14.8539,2000,,,,0.793252063,0,0.064268251,0,0,0,0,,,0.027625
14.929345,2000,,,,0.793252063,0,0.060971822,0,0,0,0,,,0.075445
14.958905,2000,,,,0.793252063,0,0.062078963,0,0,0,0,,,0.02956
14.983625,2000,,,,0.919102798,0,0.061099204,0,0,0,0,,,0.02472
15.01182,2000,,,,0.919102798,0,0.06230026,0,0,0,0,,,0.028195
15.038585,2000,,,,0.919102798,0,0.063073416,0,0,0,0,,,0.026765
15.064945,2000,,,,0.919102798,0,0.063378807,0,0,0,0,,,0.02636
15.094135,2000,,,,0.919102798,0,0.064024804,0,0,0,0,,,0.02919
15.119145,2000,,,,0.919102798,0,0.065066473,0,0,0,0,,,0.02501
15.14675,2000,,,,0.995066741,0,0.063356974,0,0,0,0,,,0.027605
15.173655,2000,,,,0.995066741,0,0.065193432,0,0,0,0,,,0.026905
15.201055,2000,,,,0.995066741,0,0.06602721,0,0,0,0,,,0.0274
15.22856,2000,,,,0.995066741,0,0.067021309,0,0,0,0,,,0.027505
15.25655,2000,,,,0.995066741,0,0.067345883,0,0,0,0,,,0.02799
15.283935,2000,,,,1.028450649,0,0.067932207,0,0,0,0,,,0.027385
15.31544,2000,,,,1.028450649,0,0.066868165,0,0,0,0,,,0.031505
15.34127,2000,,,,1.028450649,0,0.067119944,0,0,0,0,,,0.02583
15.369,2000,,,,1.028450649,0,0.06462359,0,0,0,0,,,0.02773
15.39446,2000,,,,1.028450649,0,0.062386505,0,0,0,0,,,0.02546
15.4232,2000,,,,1.028450649,0,0.062272533,0,0,0,0,,,0.02874
15.448405,2000,,,,1.044634887,0,0.06236065,0,0,0,0,,,0.025205
15.475985,2000,,,,1.044634887,0,0.062653687,0,0,0,0,,,0.02758
15.50392,2000,,,,1.044634887,0,0.064095416,0,0,0,0,,,0.027935
15.53382,2000,,,,1.044634887,0,0.061807491,0,0,0,0,,,0.0299
15.561835,2000,,,,1.044634887,0,0.060597653,0,0,0,0,,,0.028015
15.59242,2000,,,,1.050353526,0,0.06040627,0,0,0,0,,,0.030585
15.64441,2000,,,,1.050353526,0,0.058772554,0,0,0,0,,,0.05199
15.670385,2000,,,,1.050353526,0,0.062062805,0,0,0,0,,,0.025975
15.69629,2000,,,,1.050353526,0,0.061346067,0,0,0,0,,,0.025905
15.722825,2000,,,,1.050353526,0,0.061422851,0,0,0,0,,,0.026535
15.751305,2000,,,,1.052036838,0,0.06080861,0,0,0,0,,,0.02848
15.77967,2000,,,,1.052036838,0,0.062117732,0,0,0,0,,,0.028365
15.81185,2000,,,,1.052036838,0,0.063542074,0,0,0,0,,,0.03218
15.83738,2000,,,,1.052036838,0,0.063367571,0,0,0,0,,,0.02553
15.862415,2000,,,,1.052036838,0,0.063998294,0,0,0,0,,,0.025035
15.88825,2000,,,,1.052137167,0,0.066008704,0,0,0,0,,,0.025835
15.916335,2000,,,,1.052137167,0,0.065624801,0,0,0,0,,,0.028085
15.96654,2000,,,,1.052137167,0,0.064633048,0,0,0,0,,,0.050205
15.991065,2000,,,,1.052137167,0,0.064072194,0,0,0,0,,,0.024525
16.01781,2000,,,,1.052137167,0,0.064357806,0,0,0,0,,,0.026745
16.043105,2000,,,,1.051108142,0,0.064339499,0,0,0,0,,,0.025295
16.071345,2000,,,,1.051108142,0,0.06599634,0,0,0,0,,,0.02824
16.095435,2000,,,,1.051108142,0,0.065491127,0,0,0,0,,,0.02409
16.12069,2000,,,,1.051108142,0,0.0651663,0,0,0,0,,,0.025255
16.146315,2000,,,,1.051108142,0,0.06452122,0,0,0,0,,,0.025625
16.17263,2000,,,,1.051108142,0,0.062791752,0,0,0,0,,,0.026315
16.20036,2000,,,,1.050094696,0,0.062031747,0,0,0,0,,,0.02773
16.230665,2000,,,,1.050094696,0,0.064184193,0,0,0,0,,,0.030305
16.284365,2000,,,,1.050094696,0,0.064678387,0,0,0,0,,,0.0537
16.31406,2000,,,,1.050094696,0,0.063735905,0,0,0,0,,,0.029695
16.339465,2000,,,,1.048186474,0,0.064066594,0,0,0,0,,,0.025405
16.36462,2000,,,,1.048186474,0,0.065857708,0,0,0,0,,,0.025155
16.392745,2000,,,,1.048186474,0,0.064242405,0,0,0,0,,,0.028125
16.45064,2000,,,,1.048186474,0,0.063758588,0,0,0,0,,,0.057895
16.479375,2000,,,,1.048186474,0,0.065893417,0,0,0,0,,,0.028735
16.504225,2000,,,,1.045029045,0,0.065777664,0,0,0,0,,,0.02485
16.56229,2000,,,,1.045029045,0,0.068624882,0,0,0,0,,,0.058065
16.59303,2000,,,,1.045029045,0,0.06768752,0,0,0,0,,,0.03074
16.61762,2000,,,,1.045029045,0,0.065554329,0,0,0,0,,,0.02459
16.64172,2000,,,,1.043050022,0,0.066269666,0,0,0,0,,,0.0241
16.668775,2000,,,,1.043050022,0,0.067150353,0,0,0,0,,,0.027055
16.692245,2000,,,,1.043050022,0,0.067850956,0,0,0,0,,,0.02347
16.72077,2000,,,,1.043050022,0,0.067177016,0,0,0,0,,,0.028525
16.778375,2000,,,,1.043050022,0,0.067179135,0,0,0,0,,,0.057605
16.806075,2000,,,,1.041608563,0,0.069481894,0,0,0,0,,,0.0277
16.83157,2000,,,,1.041608563,0,0.067540266,0,0,0,0,,,0.025495
16.856305,2000,,,,1.041608563,0,0.066521954,0,0,0,0,,,0.024735
16.88514,2000,,,,1.041608563,0,0.065940239,0,0,0,0,,,0.028835
16.939185,2000,,,,1.038399877,0,0.065087283,0,0,0,0,,,0.054045
16.965785,2000,,,,1.038399877,0,0.068259799,0,0,0,0,,,0.0266
16.990175,2000,,,,1.038399877,0,0.066464117,0,0,0,0,,,0.02439
17.01503,2000,,,,1.038399877,0,0.065710948,0,0,0,0,,,0.024855
17.043775,2000,,,,1.038399877,0,0.066507153,0,0,0,0,,,0.028745
17.0692,2000,,,,1.038399877,0,0.06767523,0,0,0,0,,,0.025425
17.096035,2000,,,,1.035824488,0,0.067811704,0,0,0,0,,,0.026835
17.122525,2000,,,,1.035824488,0,0.066385996,0,0,0,0,,,0.02649
17.147665,2000,,,,1.035824488,0,0.065441923,0,0,0,0,,,0.02514
17.176135,2000,,,,1.035824488,0,0.067395992,0,0,0,0,,,0.02847
17.206305,2000,,,,1.035824488,0,0.065510541,0,0,0,0,,,0.03017
17.232875,2000,,,,1.035824488,0,0.064300701,0,0,0,0,,,0.02657
17.258055,2000,,,,1.034611133,0,0.062782227,0,0,0,0,,,0.02518
17.286125,2000,,,,1.034611133,0,0.060142169,0,0,0,0,,,0.02807
17.311645,2000,,,,1.034611133,0,0.05859603,0,0,0,0,,,0.02552
17.33652,2000,,,,1.034611133,0,0.06003847,0,0,0,0,,,0.024875
17.36605,2000,,,,1.034611133,0,0.061201437,0,0,0,0,,,0.02953
17.417345,2000,,,,1.034168114,0,0.062930372,0,0,0,0,,,0.051295
17.44263,2000,,,,1.034168114,0,0.063502139,0,0,0,0,,,0.025285
17.469095,2000,,,,1.034168114,0,0.064438236,0,0,0,0,,,0.026465
17.494685,2000,,,,1.034168114,0,0.062825319,0,0,0,0,,,0.02559
17.52367,2000,,,,1.034168114,0,0.062776217,0,0,0,0,,,0.028985
17.57565,2000,,,,1.03397131,0,0.059663065,0,0,0,0,,,0.05198
17.60115,2000,,,,1.03397131,0,0.058669428,0,0,0,0,,,0.0255
17.630835,2000,,,,1.03397131,0,0.060636013,0,0,0,0,,,0.029685
17.661495,2000,,,,1.03397131,0,0.061410317,0,0,0,0,,,0.03066
17.69233,2000,,,,1.033772631,0,0.062574348,0,0,0,0,,,0.030835
17.745575,2000,,,,1.033772631,0,0.063557856,0,0,0,0,,,0.053245
17.77052,2000,,,,1.033772631,0,0.063923112,0,0,0,0,,,0.024945
17.79762,2000,,,,1.033772631,0,0.064595186,0,0,0,0,,,0.0271
17.82282,2000,,,,1.033772631,0,0.063633377,0,0,0,0,,,0.0252
17.85053,2000,,,,1.031541251,0,0.064881918,0,0,0,0,,,0.02771
17.911915,2000,,,,1.031541251,0,0.065286277,0,0,0,0,,,0.061385
17.93647,2000,,,,1.031541251,0,0.064945329,0,0,0,0,,,0.024555
17.960385,2000,,,,1.031541251,0,0.065226412,0,0,0,0,,,0.023915
17.98507,2000,,,,1.030392299,0,0.064674866,0,0,0,0,,,0.024685
18.014735,2000,,,,1.030392299,0,0.0680986,0,0,0,0,,,0.029665
18.039625,2000,,,,1.030392299,0,0.069030813,0,0,0,0,,,0.02489
18.099725,2000,,,,1.030392299,0,0.06491218,0,0,0,0,,,0.0601
18.12374,2000,,,,1.030392299,0,0.064235118,0,0,0,0,,,0.024015
18.15192,2000,,,,1.029834193,0,0.065559209,0,0,0,0,,,0.02818
18.182485,2000,,,,1.029834193,0,0.066026367,0,0,0,0,,,0.030565
18.213925,2000,,,,1.029834193,0,0.064030725,0,0,0,0,,,0.03144
18.267605,2000,,,,1.029834193,0,0.067998833,0,0,0,0,,,0.05368
18.291475,2000,,,,1.028456266,0,0.066810968,0,0,0,0,,,0.02387
18.31555,2000,,,,1.028456266,0,0.068001797,0,0,0,0,,,0.024075
18.344365,2000,,,,1.028456266,0,0.068338349,0,0,0,0,,,0.028815
18.397235,2000,,,,1.028456266,0,0.068672393,0,0,0,0,,,0.05287
18.42215,2000,,,,1.028456266,0,0.065858097,0,0,0,0,,,0.024915
18.45291,2000,,,,1.027722136,0,0.066792348,0,0,0,0,,,0.03076
18.480795,2000,,,,1.027722136,0,0.067877891,0,0,0,0,,,0.027885
18.51199,2000,,,,1.027722136,0,0.068937525,0,0,0,0,,,0.031195
18.570225,2000,,,,1.027722136,0,0.066729648,0,0,0,0,,,0.058235
18.59517,2000,,,,1.027452033,0,0.066629139,0,0,0,0,,,0.024945
18.620445,2000,,,,1.027452033,0,0.066406784,0,0,0,0,,,0.025275
18.644515,2000,,,,1.027452033,0,0.066095498,0,0,0,0,,,0.02407
18.672265,2000,,,,1.027452033,0,0.065249787,0,0,0,0,,,0.02775
18.723295,2000,,,,1.027452033,0,0.068761996,0,0,0,0,,,0.05103
18.75447,2000,,,,1.026373529,0,0.067249782,0,0,0,0,,,0.031175
18.78595,2000,,,,1.026373529,0,0.068480905,0,0,0,0,,,0.03148
18.81251,2000,,,,1.026373529,0,0.06873736,0,0,0,0,,,0.02656
18.83881,2000,,,,1.026373529,0,0.0682048,0,0,0,0,,,0.0263
18.86239,2000,,,,1.026373529,0,0.068130377,0,0,0,0,,,0.02358
18.88731,2000,,,,1.026373529,0,0.068358492,0,0,0,0,,,0.02492
18.91324,2000,,,,1.025948261,0,0.069957426,0,0,0,0,,,0.02593
18.93777,2000,,,,1.025948261,0,0.069605564,0,0,0,0,,,0.02453
