Time (s),ESC signal (µs),Servo 1 (µs),Servo 2 (µs),Servo 3 (µs),Thrust (kgf),Voltage (V),Current (A),Motor Electrical Speed (RPM),Motor Optical Speed (RPM),Electrical Power (W),Overall Efficiency (kgf/W),App message,
4.9335100000002425,1198,,,,,0,0.06708249762310914,0,0,0,,,
4.977589999999851,1110,,,,0.1259716051388286,0,0.064608263191017,0,0,0,0,,
5.026630000000354,1035,,,,,0,0.06351763868249655,0,0,0,,,
5.087459999999963,1009,,,,,0,0.0618479006438387,0,0,0,,,
5.138410000000149,1000,,,,0.12661238232461505,0,0.06043976238440413,0,0,0,0,,
5.177660000000149,1000,,,,,0,0.06093737501795976,0,0,0,,,
5.2091899999999445,1000,,,,,0,0.06216439036561641,0,0,0,,,
5.265005000000354,1000,,,,,0,0.06344909398838436,0,0,0,,,
5.3029700000002045,1000,,,,0.124936049060739,0,0.06279724323436868,0,0,0,0,,
5.3439200000003915,1000,,,,,0,0.0647657403766396,0,0,0,,,
5.398615000000223,1000,,,,,0,0.06392199507671985,0,0,0,,,
5.442570000000298,1000,,,,0.09531171660183277,0,0.06010562511179511,0,0,0,0,,
5.496280000000261,1000,,,,,0,0.0597049304357418,0,0,0,,,
5.535595000000205,1000,,,,,0,0.05864212035077684,0,0,0,,,
5.585955000000075,1000,,,,0.06568404696749221,0,0.058629172302824564,0,0,0,0,,
5.6300650000004095,1000,,,,,0,0.059865205235910254,0,0,0,,,
5.683575000000186,1000,,,,,0,0.06019977829469842,0,0,0,,,
5.723510000000243,1000,,,,0.043406981396685876,0,0.05925924594581203,0,0,0,0,,
5.769780000000261,1000,,,,,0,0.060451294712515175,0,0,0,,,
5.868025000000372,1000,,,,,0,0.053489075439004,0,0,0,,,
5.9044300000001675,1000,,,,0.02567905723057683,0,0.054192873493414576,0,0,0,0,,
5.960490000000224,1000,,,,,0,0.05942722537334856,0,0,0,,,
5.999475000000093,1000,,,,,0,0.0588445257518215,0,0,0,,,
6.0487350000003355,1000,,,,0.018140581801136757,0,0.05711014300355061,0,0,0,0,,
6.0903250000001865,1000,,,,,0,0.058603483636753426,0,0,0,,,
6.149470000000205,1000,,,,,0,0.05755769445532044,0,0,0,,,
6.196299999999813,1000,,,,0.005662172570840969,0,0.056460092307318965,0,0,0,0,,
6.241319999999832,1000,,,,,0,0.05868458331341184,0,0,0,,,
6.291709999999963,1000,,,,,0,0.06007610781406951,0,0,0,,,
6.345145000000018,1000,,,,0.008670556368720994,0,0.06312345836153416,0,0,0,0,,
